-10.902,3.9744,1
-8.4309,0.036574,1
-14.564,0.1987,1
-13.27,-3.0544,1
-13.833,-4.0093,1
-13.274,2.3713,1
-14.518,1.6022,1
-12.122,-2.6913,1
-10.101,-0.20402,1
-13.842,-4.4683,1
-13.758,2.2575,1
-14.041,-4.3648,1
-12.075,-5.1918,1
-12.356,-4.7954,1
-9.9928,-5.1889,1
-15.696,-0.1402,1
-14.273,1.4723,1
-7.9015,-4.9703,1
-12.027,-0.41113,1
-12.447,-0.12606,1
-12.217,-0.37087,1
-10.293,4.5042,1
-12.335,-0.37338,1
-14.119,1.9884,1
-9.3945,-0.050082,1
-14.609,1.5066,1
-12.447,3.0595,1
-13.188,-4.396,1
-14.423,0.1954,1
-14.25,1.6323,1
-9.0591,-4.9262,1
-12.118,-5.1685,1
-13.42,-0.29663,1
-14.738,0.037699,1
-13.38,-3.8193,1
-14.209,0.95179,1
-13.063,-3.9529,1
-13.598,-0.187,1
-11.053,4.034,1
-9.9705,-0.23954,1
-9.4382,-5.0836,1
-7.1387,-4.9227,1
-10.838,-1.8672,1
-15.252,0.29677,1
-13.325,2.4679,1
-14.026,-0.32997,1
-10.847,4.0584,1
-12.157,-0.24175,1
-13.032,-0.17843,1
-13.552,-4.5873,1
-13.602,-0.1064,1
-14.462,0.022152,1
-8.8314,0.024755,1
-15.214,0.58589,1
-11.752,-2.2875,1
-13.708,-4.2547,1
-11.491,-2.0002,1
-10.94,4.138,1
-12.57,2.9218,1
-14.952,0.78383,1
-13.271,-4.0269,1
-11.278,-4.9815,1
-12.193,-5.0195,1
-10.252,-1.5281,1
-10.743,4.0254,1
-11.356,-4.9146,1
-11.887,3.4517,1
-15.127,0.34676,1
-14.006,2.0238,1
-7.7466,-4.9527,1
-12.927,-3.5868,1
-12.847,-0.30534,1
-12.301,-2.7134,1
-13.864,-4.6466,1
-14.276,1.8554,1
-13.288,-4.2972,1
-14.601,0.35409,1
-13.15,-0.62338,1
-11.307,3.6828,1
-12.856,-4.4888,1
-11.116,-1.8483,1
-7.8311,-4.8579,1
-10.622,-1.54,1
-12.153,-2.5601,1
-14.477,0.072973,1
-14.242,-0.17649,1
-12.761,-0.1491,1
-13.991,-0.22799,1
-10.509,-4.9397,1
-12.785,-3.4545,1
-13.744,1.5966,1
-12.96,-3.9143,1
-8.5289,-0.1455,1
-14.357,1.5964,1
-13.594,-0.17173,1
-7.2529,-4.9494,1
-10.618,-1.6093,1
-13.779,-3.9195,1
-14.406,1.3077,1
-14.892,-0.26535,1
-8.1485,-5.1523,1
-8.314,-4.941,1
-9.8629,-0.98243,1
-11.099,4.0009,1
-8.2609,-5.0617,1
-9.0754,-0.5126,1
-11.483,-2.2127,1
-13.825,0.091505,1
-11.865,-5.2003,1
-13.757,2.1106,1
-13.365,-0.21466,1
-13.32,-4.0869,1
-12.207,-2.3864,1
-10.427,-1.3432,1
-8.9017,-0.58512,1
-14.122,1.8408,1
-9.2718,-0.62279,1
-12.135,-2.4373,1
-9.874,4.6452,1
-13.693,0.21755,1
-12.658,-4.7018,1
-7.2517,-4.9734,1
-13.006,-4.4327,1
-11.846,-2.9437,1
-9.0527,-0.50467,1
-14.487,0.92127,1
-13.234,-4.1142,1
-12.798,-4.5037,1
-13.917,-4.1747,1
-11.491,-5.1305,1
-13.972,0.37847,1
-14.206,1.79,1
-13.393,-4.7284,1
-13.88,-4.3184,1
-13.82,2.1405,1
-14.631,0.62626,1
-13.756,-0.38917,1
-12.523,2.8376,1
-13.133,2.5941,1
-11.371,-4.9087,1
-14.19,1.6861,1
-13.633,2.281,1
-14.515,-0.10989,1
-11.912,3.3203,1
-13.938,-0.12648,1
-12.727,-3.4655,1
-12.653,-4.7867,1
-8.3861,0.0087582,1
-12.048,-0.20158,1
-14.71,-0.20541,1
-11.126,-0.32582,1
-12.646,-3.0138,1
-12.753,2.8839,1
-9.1303,-0.15893,1
-13.421,-5.1791,1
-14.385,0.07974,1
-9.6734,-5.0385,1
-11.777,-0.21242,1
-13.048,-0.24132,1
-7.697,-4.9873,1
-13.46,-4.545,1
-13.773,-0.12912,1
-10.246,-5.0835,1
-10.495,-4.9364,1
-14.685,0.71972,1
-13.255,-0.098246,1
-13.335,2.6048,1
-8.4791,0.0073582,1
-12.951,-3.1726,1
-12.625,-4.5867,1
-13.258,-3.9228,1
-12.739,-0.39188,1
-14.683,0.038214,1
-14.347,-0.25832,1
-8.5367,-0.18341,1
-15.031,0.58284,1
-14.117,0.34501,1
-13.571,-4.8541,1
-12.451,-4.7726,1
-14.901,0.8799,1
-14.419,1.0233,1
-14.268,0.0017641,1
-8.1038,-4.8641,1
-13.422,-4.012,1
-14.145,-0.24062,1
-8.7766,-0.3393,1
-13.498,-3.6752,1
-14.672,0.44908,1
-10.624,-4.9909,1
-9.8691,-5.0656,1
-14.905,0.96781,1
-14.735,0.55001,1
-10.223,-4.9378,1
-12.649,-4.3512,1
-14.486,1.7375,1
-13.656,-0.40304,1
-13.543,2.1739,1
-12.19,-2.5904,1
-9.5939,-0.22231,1
-9.4887,-5.0469,1
-12.819,-3.3586,1
-15,0.49789,1
-11.383,-1.783,1
-11.481,-4.8611,1
-12.081,-4.7545,1
-14.255,0.35909,1
-10.943,-1.573,1
-14.156,0.022628,1
-13.01,-5.1833,1
-10.401,-0.25145,1
-11.229,-5.1989,1
-11.332,-1.7207,1
-12.574,2.8405,1
-7.8276,-4.8445,1
-14.628,1.2508,1
-12.572,-5.1386,1
-11.453,-5.105,1
-12.077,-5.0497,1
-7.7341,-4.8808,1
-9.7631,-0.83081,1
-14.521,1.2536,1
-9.8317,-5.2302,1
-10.343,-5.0985,1
-9.1901,-0.16304,1
-8.3254,-0.14119,1
-13.34,0.1088,1
-13.294,-2.9962,1
-11.254,3.8201,1
-9.7058,-0.0022335,1
-11.695,-2.5051,1
-14.095,-0.2641,1
-13.662,-4.5512,1
-13.481,-0.25787,1
-12.947,-4.0341,1
-7.6306,-4.7695,1
-12.715,-2.909,1
-11.26,3.9294,1
-12.747,-0.31323,1
-14.947,0.26106,1
-14.708,1.6344,1
-12.711,-5.1035,1
-14.691,0.36152,1
-7.1945,-4.8579,1
-9.0521,-5.0135,1
-9.2099,4.8897,1
-14.248,0.40659,1
-13.143,0.063994,1
-8.5204,-0.036161,1
-13.553,-3.8536,1
-14.501,1.2373,1
-13.193,2.511,1
-7.5537,-4.7921,1
-9.9634,-5.1792,1
-14.154,1.8831,1
-12.556,-2.7609,1
-14.915,-0.057517,1
-13.709,-3.842,1
-13.369,-0.16093,1
-7.9603,-0.0052084,1
-14.26,0.25368,1
-12.517,-2.9238,1
-12.692,-4.1863,1
-12.412,-4.8913,1
-11.019,-0.28716,1
-11.363,-0.30626,1
-9.7478,-0.15526,1
-12.589,-5.0145,1
-13.065,-5.0673,1
-11.529,-5.0866,1
-13.683,-0.15879,1
-9.8991,-5.1454,1
-13.063,2.6726,1
-10.494,4.2186,1
-14.632,1.0038,1
-13.838,2.0436,1
-13.322,2.4347,1
-12.051,3.0899,1
-14.498,1.0034,1
-12.79,2.9106,1
-14.573,0.74546,1
-12.793,2.8366,1
-12.913,-3.2986,1
-13.151,-4.9376,1
-15.064,0.17248,1
-14.351,0.28072,1
-11.358,3.749,1
